75
82.5
82.5
67.5
61.25
67.5
81.25
42.5
57.5
75
87.5
72.5
45
60
80
22.5
75
45
95
67.5
57.5
80
67.5
57.5
87
65
97.5
75
40
35
70
52.5
100
96.25
95
45
25
10
70
65
65
73.75
92.5
50
25
15
30
35
68.75
70
95
47.5
30
60
37.5
65
60
52.5
55
57.5
37.5
20
35
75
82.5
47.5
67.5
